feature,selected_count,selection_frequency,variance_dropped_count,variance_dropped_fraction,correlation_dropped_count,correlation_dropped_fraction,total_dropped_count,total_dropped_fraction,shap_class0_all_folds,shap_class0_selected_only,shap_class1_all_folds,shap_class1_selected_only,shap_balanced_all_folds,shap_balanced_selected_only,permutation_f1_all_folds,permutation_f1_selected_only,permutation_balanced_acc_all_folds,permutation_balanced_acc_selected_only,permutation_pr_auc_all_folds,permutation_pr_auc_selected_only
CT - LeftLateralOrbitofrontal,2,0.08,0,0.0,0,0.0,0,0.0,1.7193133469161294e-06,2.1491416836451618e-05,0.0,0.0,8.596566734580647e-07,1.0745708418225809e-05,-2.3777713581388583e-06,-2.9722141976735728e-05,-1.91387559808609e-06,-2.3923444976076125e-05,-3.408378973869883e-05,-0.0004260473717337354
SA - RightParahippocampal,2,0.08,0,0.0,0,0.0,0,0.0,1.7014489246822327e-06,2.126811155852791e-05,0.0,0.0,8.507244623411163e-07,1.0634055779263954e-05,-3.299662721701416e-06,-4.1245784021267697e-05,-1.8233082706765203e-05,-0.00022791353383456504,3.3213624140854846e-05,0.0004151703017606856
CV - RightCaudalMiddleFrontal,1,0.04,0,0.0,0,0.0,0,0.0,1.4998380846618323e-06,3.749595211654581e-05,0.0,0.0,7.499190423309161e-07,1.8747976058272904e-05,-0.00015253107310891778,-0.0038132768277229444,-0.00011803883739462293,-0.0029509709348655732,-6.582635156603808e-05,-0.0016456587891509522
CT - LeftPostcentral,3,0.12,0,0.0,0,0.0,0,0.0,4.980987919159743e-07,4.150823265966453e-06,9.093673926772886e-07,7.578061605644072e-06,7.037330922966315e-07,5.864442435805262e-06,-0.00012896988330285,-0.0010747490275237498,-0.0001043466486120514,-0.0008695554051004283,-2.687678340101707e-05,-0.00022397319500847557
CT - LeftPosteriorCingulate,7,0.28,0,0.0,0,0.0,0,0.0,1.358692308553867e-06,4.852472530549525e-06,0.0,0.0,6.793461542769335e-07,2.4262362652747626e-06,0.00012533684019239041,0.00044763157211568,0.00010348410803668946,0.0003695861001310338,-0.00013232798671636542,-0.00047259995255844784
CT - RightCaudalMiddleFrontal,8,0.32,0,0.0,0,0.0,0,0.0,1.0081112471065734e-06,3.1503476472080418e-06,0.0,0.0,5.040556235532867e-07,1.5751738236040209e-06,-0.000356002407142467,-0.0011125075223202094,-0.00038372553313216734,-0.001199142291038023,-0.00017365850799614717,-0.0005426828374879599
CTS - RightParsOpercularis,5,0.2,0,0.0,0,0.0,0,0.0,8.563453594531204e-07,4.281726797265602e-06,0.0,0.0,4.281726797265602e-07,2.140863398632801e-06,-0.00028979821862765235,-0.0014489910931382618,-0.00026354172143646,-0.0013177086071823,-2.08674426193931e-05,-0.00010433721309696552
SV - RightLateralVentricle,2,0.08,0,0.0,0,0.0,0,0.0,7.093678996396603e-07,8.867098745495753e-06,0.0,0.0,3.5468394981983014e-07,4.433549372747877e-06,4.902470821643181e-05,0.0006128088527053977,-1.0167464114827044e-05,-0.00012709330143533806,-5.293950960628848e-05,-0.000661743870078606
CT - RightLateralOrbitofrontal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,6.668951084790705e-07,1.6672377711976763e-05,3.3344755423953523e-07,8.336188855988381e-06,0.0,0.0,0.0,0.0,5.098090094714535e-06,0.00012745225236786338
CTS - LeftFrontalPole,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,6.475248097519309e-07,5.39604008126609e-06,3.2376240487596544e-07,2.698020040633045e-06,2.864035978642789e-05,0.0002386696648868991,2.274881516587568e-05,0.00018957345971563067,-5.083316503037221e-05,-0.00042360970858643505
CTS - RightFusiform,4,0.16,0,0.0,0,0.0,0,0.0,2.2185904899512847e-07,1.386619056219553e-06,0.0,0.0,1.1092952449756423e-07,6.933095281097765e-07,-0.00016926424618591372,-0.0010579015386619607,-0.00013752278527160477,-0.0008595174079475299,1.0231500129771232e-07,6.394687581107021e-07
SA - RightInsula,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftCaudalMiddleFrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftCaudate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftCerebellumWM,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftCerebellumCortex,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftChoroidPlexus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftBankssts,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftCaudalAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftCaudalAnteriorCingulate,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4736158758502392e-05,0.0006184039689625598
CV - LeftCaudalMiddleFrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - RightTemporalPole,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - LeftCaudalAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftCaudalAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightTemporalPole,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018311359058689e-05,0.0012545778397646723,3.981042654028384e-05,0.000995260663507096,-8.589091609398824e-06,-0.0002147272902349706
CTS - RightTemporalPole,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - RightTransverseTemporal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightThalamus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightParsOrbitalis,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691081812078253e-05,0.0008363852265097816,5.308056872037845e-05,0.0006635071090047306,1.3058277872914736e-05,0.0001632284734114342
CT - RightParsOrbitalis,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightParsTriangularis,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightMiddleTemporal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - RightLingual,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightLingual,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - RightMedialOrbitofrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - FourthVentricle,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftInsula,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - RightParsOrbitalis,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - RightParacentral,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGE,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGENDER,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightPallidum,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTHAND,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightMedialOrbitofrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftPostcentral,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.849818559710761e-05,-0.0003208182133092301,-2.9987074536838686e-05,-0.00024989228780698906,-1.4513540787493894e-05,-0.00012094617322911578
CV - LeftPosteriorCingulate,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018237716857792525,0.0022797146072240657,0.0001890856655542306,0.0023635708194278825,-4.2461297061021864e-05,-0.0005307662132627733
SA - LeftPosteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftPosteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - LeftParacentral,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5959813487262726e-06,6.489953371815682e-05
CTS - LeftParsOrbitalis,5,0.2,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00018563372476920525,-0.0009281686238460263,-0.0001765523575950133,-0.0008827617879750664,-9.080982469603099e-05,-0.00045404912348015496
SA - LeftParsOpercularis,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftParahippocampal,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1906341297782229e-05,0.00014882926622227787,9.569377990430894e-06,0.00011961722488038618,1.6924128211617263e-05,0.00021155160264521577
SV - LeftLateralVentricle,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - LeftParsOrbitalis,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.688828071843762e-05,0.0016722070179609405,5.308056872037819e-05,0.0013270142180094547,-1.0532694202835912e-05,-0.0002633173550708978
SV - ThirdVentricle,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1906341297782229e-05,0.00029765853244455575,9.569377990430894e-06,0.00023923444976077236,-1.0712417997388003e-05,-0.00026781044993470007
SV - WMHypoIntensities,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001236447818696325,-0.0030911195467408126,-9.952153110047668e-05,-0.002488038277511917,-5.479541650252706e-06,-0.00013698854125631765
SA - LeftMedialOrbitofrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftLingual,6,0.24,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.566601611343999e-06,-3.986084004726666e-05,-8.065898930204444e-06,-3.360791220918518e-05,-3.0101159004951406e-05,-0.0001254214958539642
SA - LeftLingual,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftLingual,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftInsula,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightVentralDC,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightVessel,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftLateralOrbitofrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftFrontalPole,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.023520954361256e-05,-0.002005880238590314,-5.119047619047716e-05,-0.0012797619047619291,-3.80294508334706e-05,-0.000950736270836765
CTS - LeftInferiorTemporal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftInferiorTemporal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.182205531161032e-05,-0.0015455513827902579,-4.976076555023834e-05,-0.0012440191387559584,7.52088338811756e-06,0.000188022084702939
SA - LeftIsthmusCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftPallidum,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftParacentral,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftMedialOrbitofrontal,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935410451276684e-05,0.0008669263064095855,5.481224936201104e-05,0.0006851531170251379,9.150804203221945e-05,0.001143850525402743
SV - CorpusCallosumCentral,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017030600935041048,-0.001419216744586754,-0.0001858630581192302,-0.0015488588176602515,-9.9347946630491e-05,-0.0008278995552540917
CT - RightSuperiorParietal,6,0.24,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.506039775690738e-05,-0.0002710849906537808,-6.731382215067203e-05,-0.0002804742589611335,-4.591821038206357e-05,-0.00019132587659193156
SA - RightSuperiorParietal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - RightSuperiorParietal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3849417550028686e-05,-0.00034623543875071715
SA - RightSuperiorFrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftInferiorParietal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA -  (aparc.stats) of LeftHemisphereWM,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.855417104638987e-05,-0.0008212847587199156,-7.908538829591434e-05,-0.0006590449024659528,-9.202942179616914e-05,-0.0007669118483014095
SV - CorpusCallosumAnterior,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftFusiform,4,0.16,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.278982481162304e-05,0.000454936405072644,7.645930590819666e-05,0.00047787066192622914,-3.728675644873469e-05,-0.0002330422278045918
SA - LeftFusiform,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4114098809884686e-06,-6.028524702471172e-05,-1.9138755980862676e-06,-4.784688995215669e-05,-1.0489721397025154e-05,-0.00026224303492562885
CTS - LeftLateralOrbitofrontal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7791055129124726e-06,-9.447763782281182e-05
CTS - LeftLateralOccipital,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9918981399740685e-06,4.9797453499351717e-05
SA - LeftLateralOccipital,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftLateralOrbitofrontal,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.567189328456145e-06,-5.708986660570181e-05,-3.8095238095237963e-06,-4.761904761904745e-05,-0.00011005038618232304,-0.001375629827279038
CTS - LeftEntorhinal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftEntorhinal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - LeftCuneus,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34713738537895e-07,-5.8678434634473755e-06
SA - LeftCuneus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftCuneus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftPrecentral,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftPrecentral,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.079143459107025e-05,-0.0017697858647767561,-5.904761904761884e-05,-0.001476190476190471,1.3153736487546565e-05,0.0003288434121886641
SA - LeftSupramarginal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftRostralAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightPutamen,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1329485515176482e-05,-0.00026661856893970604,-1.7289377289377935e-05,-0.0002161172161172242,-7.078037389231913e-05,-0.0008847546736539891
CT - LeftRostralAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightPrecentral,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightSupramarginal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftRostralAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftPostcentral,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftParsTriangularis,5,0.2,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1884733953992036e-05,5.942366976996018e-05,9.38796798113364e-06,4.69398399056682e-05,-0.0001099492115860052,-0.000549746057930026
CV - LeftPericalcarine,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftRostralAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftRostralMiddleFrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - LeftPericalcarine,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftPericalcarine,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftPericalcarine,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023820248511122937,-0.0029775310638903672,-0.0002043916609706061,-0.0025548957621325764,-5.6484710098048386e-05,-0.0007060588762256048
CV - LeftPostcentral,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.626284079851352e-06,-8.28285509981419e-05
SA - RightPericalcarine,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - RightPericalcarine,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - RightCaudalAnteriorCingulate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightPostcentral,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - RightCaudalMiddleFrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - CorpusCallosumMidPosterior,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightCaudate,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightCerebellumCortex,0,0.0,0,0.0,1,0.04,1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftTemporalPole,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftTemporalPole,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - RightCerebellumWM,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftVessel,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftTransverseTemporal,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013300061459217946,-0.001108338454934829,-0.0001282125768967856,-0.0010684381408065469,-5.951988960030708e-05,-0.0004959990800025589
CT - LeftTransverseTemporal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.524540163198338e-05,-0.0023811350407995846,-7.692307692307985e-05,-0.0019230769230769963,-9.528648797974881e-06,-0.00023821621994937203
CV - LeftTransverseTemporal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftThalamus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftSuperiorFrontal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV - LeftSuperiorFrontal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2835946642280725e-05,-0.0005708986660570182,-1.9047619047618982e-05,-0.0004761904761904745,1.645313384320879e-05,0.00041132834608021974
SA - LeftSuperiorTemporal,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - CorpusCallosumPosterior,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - OpticChiasm,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV - LeftVentralDC,0,0.0,0,0.0,1,0.04,1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT - RightPrecentral,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9686730634964944e-05,-0.0007421682658741236,-2.4761904761904674e-05,-0.0006190476190476168,-3.3439935032475976e-05,-0.0008359983758118994
SA - RightPrecuneus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS - RightSuperiorTemporal,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07021936972515e-05,0.0007558516141437625,7.220118370031132e-05,0.0006016765308359276,-5.441744955899707e-06,-4.5347874632497556e-05
CV - RightSupramarginal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.567189328456145e-05,-0.0011417973321140363,-3.8095238095237963e-05,-0.000952380952380949,1.0583086145473696e-05,0.0002645771536368424
SA - LeftPrecuneus,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
